GeneSymbol,BladderCancer,LungCancer,ProstateCancer,ColonCancer,PancreaticCancer,BladderArticles,LungArticles,ProstateArticles,ColonArticles,PancArticles
FGF17,0,0,0,0,0,NA,NA,NA,NA,NA
FGF16,0,0,0,1,0,NA,NA,NA,16465403,NA
FGF14,0,1,0,0,0,NA,26483173,NA,NA,NA
RNU6-1210P,0,0,0,0,0,NA,NA,NA,NA,NA
VCAM1,1,1,0,1,0,24666523,26741322,NA,23232649,NA
VPS51,0,0,0,0,0,NA,NA,NA,NA,NA
LAKLG,0,0,0,0,0,NA,NA,NA,NA,NA
NIPA2P3,0,0,0,0,0,NA,NA,NA,NA,NA
NIPA2P2,0,0,0,0,0,NA,NA,NA,NA,NA
NIPA2P1,0,0,0,0,0,NA,NA,NA,NA,NA
NIPA2P5,0,0,0,0,0,NA,NA,NA,NA,NA
NIPA2P4,0,0,0,0,0,NA,NA,NA,NA,NA
MTND4P29,0,0,0,0,0,NA,NA,NA,NA,NA
MTND4P28,0,0,0,0,0,NA,NA,NA,NA,NA
GLT6D1,0,0,0,0,0,NA,NA,NA,NA,NA
MTND4P26,0,0,0,0,0,NA,NA,NA,NA,NA
MTND4P25,0,0,0,0,0,NA,NA,NA,NA,NA
MTND4P24,0,0,0,0,0,NA,NA,NA,NA,NA
MTND4P23,0,0,0,0,0,NA,NA,NA,NA,NA
MTND4P22,0,0,0,0,0,NA,NA,NA,NA,NA
MTND4P21,0,0,0,0,0,NA,NA,NA,NA,NA
MTND4P20,0,0,0,0,0,NA,NA,NA,NA,NA
OXNAD1,0,0,0,0,0,NA,NA,NA,NA,NA
RNU4-46P,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SL68P,0,0,0,0,0,NA,NA,NA,NA,NA
SLC25A32,0,0,0,0,0,NA,NA,NA,NA,NA
ETFBKMT,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-1121P,0,0,0,0,0,NA,NA,NA,NA,NA
HS6ST1P1,0,0,0,0,0,NA,NA,NA,NA,NA
KCNJ13,0,0,0,0,0,NA,NA,NA,NA,NA
KCNJ12,0,0,0,0,0,NA,NA,NA,NA,NA
KCNJ11,0,0,0,0,4,NA,NA,NA,NA,"22548943,25503986,26572961,25516658"
KCNJ10,0,0,0,0,0,NA,NA,NA,NA,NA
TFAM,2,2,0,2,0,"24137381,26972278","26820294,26972278",NA,"23211592,26499153",NA
KCNJ16,0,0,0,0,0,NA,NA,NA,NA,NA
KCNJ15,0,0,0,0,1,NA,NA,NA,NA,22566534
KCNJ14,0,0,0,0,0,NA,NA,NA,NA,NA
ARSEP1,0,0,0,0,0,NA,NA,NA,NA,NA
KCNJ18,0,0,0,0,0,NA,NA,NA,NA,NA
TMX4,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP279,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP278,0,0,0,0,0,NA,NA,NA,NA,NA
TMX1,0,0,0,0,0,NA,NA,NA,NA,NA
TMX3,0,0,0,0,0,NA,NA,NA,NA,NA
TMX2,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP273,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP272,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP271,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP270,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP277,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP276,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP275,0,0,0,0,0,NA,NA,NA,NA,NA
DAZAP1,0,0,0,0,0,NA,NA,NA,NA,NA
DAZAP2,0,0,0,0,0,NA,NA,NA,NA,NA
SYP-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
OR56B4,0,0,0,0,0,NA,NA,NA,NA,NA
TRAV29DV5,0,0,0,0,0,NA,NA,NA,NA,NA
OR56B1,0,0,0,0,0,NA,NA,NA,NA,NA
MLC1,1,0,0,0,0,25726332,NA,NA,NA,NA
TUBA1B,0,0,0,0,0,NA,NA,NA,NA,NA
TLCD2,0,0,0,0,0,NA,NA,NA,NA,NA
TLCD1,0,0,0,0,0,NA,NA,NA,NA,NA
FAR2P3,0,0,0,0,0,NA,NA,NA,NA,NA
IGSF11,0,0,0,0,0,NA,NA,NA,NA,NA
C6orf120,0,0,0,0,0,NA,NA,NA,NA,NA
SLC6A4,0,0,0,0,0,NA,NA,NA,NA,NA
CDC42SE2,0,0,0,0,0,NA,NA,NA,NA,NA
FAM8A9P,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-494P,0,0,0,0,0,NA,NA,NA,NA,NA
CDC42SE1,0,0,0,0,0,NA,NA,NA,NA,NA
OR5AK2,0,0,0,0,0,NA,NA,NA,NA,NA
RERGL,0,0,0,0,0,NA,NA,NA,NA,NA
UBQLN1P1,0,0,0,0,0,NA,NA,NA,NA,NA
RNU1-22P,0,0,0,0,0,NA,NA,NA,NA,NA
ID2B,0,0,0,0,0,NA,NA,NA,NA,NA
ALMS1P1,0,0,0,0,0,NA,NA,NA,NA,NA
TAB3-AS2,0,0,0,0,0,NA,NA,NA,NA,NA
APRT,1,0,0,0,0,25178734,NA,NA,NA,NA
TRQ-CTG5-1,0,0,0,0,0,NA,NA,NA,NA,NA
TGFB2-OT1,0,0,0,0,0,NA,NA,NA,NA,NA
C19orf53,0,0,0,0,0,NA,NA,NA,NA,NA
C19orf52,0,0,0,0,0,NA,NA,NA,NA,NA
C19orf57,0,0,0,0,0,NA,NA,NA,NA,NA
C19orf54,0,0,0,0,0,NA,NA,NA,NA,NA
GTF2H2B,0,0,0,0,0,NA,NA,NA,NA,NA
LACTB,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SL35P,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-18P,0,0,0,0,0,NA,NA,NA,NA,NA
CLPSL1,0,0,0,0,0,NA,NA,NA,NA,NA
CLPSL2,0,0,0,0,0,NA,NA,NA,NA,NA
MAPT-IT1,0,0,0,0,0,NA,NA,NA,NA,NA
PUM2,0,1,0,0,0,NA,25151966,NA,NA,NA
PUM3,0,0,0,0,0,NA,NA,NA,NA,NA
PUM1,0,1,0,0,0,NA,25151966,NA,NA,NA
RAD1,2,0,1,0,0,"9828139,9828137",NA,25111005,NA,NA
RN7SL670P,0,0,0,0,0,NA,NA,NA,NA,NA
MRFAP1L1,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-741P,0,0,0,0,0,NA,NA,NA,NA,NA
RFKP2,0,0,0,0,0,NA,NA,NA,NA,NA
EQTN,0,0,0,0,0,NA,NA,NA,NA,NA
RFKP1,0,0,0,0,0,NA,NA,NA,NA,NA
DFNX3,0,0,0,0,0,NA,NA,NA,NA,NA
ANHX,0,0,0,0,0,NA,NA,NA,NA,NA
AKTIP,0,0,0,0,0,NA,NA,NA,NA,NA
CYMP,0,0,0,0,0,NA,NA,NA,NA,NA
LRRC74A,0,0,0,0,0,NA,NA,NA,NA,NA
LRRC74B,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6ATAC17P,0,0,0,0,0,NA,NA,NA,NA,NA
ZC3H3,0,0,0,0,0,NA,NA,NA,NA,NA
COL22A1,0,0,0,0,0,NA,NA,NA,NA,NA
PSIP1P2,0,0,0,0,0,NA,NA,NA,NA,NA
ZC3H4,0,0,0,0,0,NA,NA,NA,NA,NA
PSIP1P1,0,0,0,0,0,NA,NA,NA,NA,NA
RNU1-48P,0,0,0,0,0,NA,NA,NA,NA,NA
FMNL3,0,0,0,0,0,NA,NA,NA,NA,NA
CYP2J2,0,1,1,1,0,NA,26233904,24216999,26233904,NA
TNFRSF10C,0,0,0,0,2,NA,NA,NA,NA,"21269942,22629410"
TNFRSF10B,3,7,0,2,1,"22740865,15766588,16217763","24895135,24242915,26462029,26238775,25770212,24387758,23839018",NA,"17982676,23001792",24120475
TNFRSF10A,1,2,0,0,2,16217763,"26748784,25770212",NA,NA,"26708505,24120475"
TNFRSF10D,0,0,0,0,0,NA,NA,NA,NA,NA
CLCA2,0,2,0,0,0,NA,"25175030,25548429",NA,NA,NA
CLCA1,0,0,0,0,0,NA,NA,NA,NA,NA
CLCA4,0,0,0,0,0,NA,NA,NA,NA,NA
MTND3P24,0,0,0,0,0,NA,NA,NA,NA,NA
MTND3P25,0,0,0,0,0,NA,NA,NA,NA,NA
MTND3P22,0,0,0,0,0,NA,NA,NA,NA,NA
MTND3P23,0,0,0,0,0,NA,NA,NA,NA,NA
MTND3P20,0,0,0,0,0,NA,NA,NA,NA,NA
MTND3P21,0,0,0,0,0,NA,NA,NA,NA,NA
WFDC10B,0,0,0,0,0,NA,NA,NA,NA,NA
WFDC10A,0,0,0,0,0,NA,NA,NA,NA,NA
PLEKHA3P1,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-1247P,0,0,0,0,0,NA,NA,NA,NA,NA
FAM96A,0,0,0,0,0,NA,NA,NA,NA,NA
CYP20A1,0,0,0,0,0,NA,NA,NA,NA,NA
SLC43A2,0,0,0,0,0,NA,NA,NA,NA,NA
OR14A16,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF732,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF730,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF736,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF737,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-181P,0,0,0,0,0,NA,NA,NA,NA,NA
UBIAD1,0,0,2,0,0,NA,NA,"23977195,23564352",NA,NA
ZNF738,0,0,0,0,0,NA,NA,NA,NA,NA
SLC43A1,0,0,0,0,0,NA,NA,NA,NA,NA
RADIL,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF317P1,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-522P,0,0,0,0,0,NA,NA,NA,NA,NA
KRT16P5,0,0,0,0,0,NA,NA,NA,NA,NA
OR11G2,0,0,0,0,0,NA,NA,NA,NA,NA
TRBV17,0,0,0,0,0,NA,NA,NA,NA,NA
TRBV16,0,0,0,0,0,NA,NA,NA,NA,NA
TRBV15,0,0,0,0,0,NA,NA,NA,NA,NA
TRBV14,0,0,0,0,0,NA,NA,NA,NA,NA
TRBV13,0,0,0,0,0,NA,NA,NA,NA,NA
AQP1,1,4,2,7,1,25572193,"26151179,26681011,24345486,25204183","25572193,23323224","14555983,19787701,25721378,24649276,18583321,26912239,26467039",23536545
TRBV19,0,0,0,0,0,NA,NA,NA,NA,NA
TRBV2,0,0,0,0,0,NA,NA,NA,NA,NA
SLCO5A1,0,0,0,0,0,NA,NA,NA,NA,NA
BMPR1B-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
TRBV1,0,0,0,0,0,NA,NA,NA,NA,NA
NHS,4,12,22,15,8,"8179678,9245944,16176693,22991056","26685023,25203519,23847136,25789475,24884942,26467922,26232080,24354094,24840387,27036024,25861831,23856450","26072663,25602964,24458472,25180447,24820509,23148611,23127367,26507078,26880658,26857695,25789475,26947316,26715940,25283500,26450816,23440794,26140518,26965561,25613468,23580356,23059046,24070110","23086384,19175925,22752886,24763553,18783303,14648711,17397618,16441679,17047646,26878051,17623801,17587564,21206473,16622438,20112971","24055380,26501701,23711181,25403204,26083640,25277960,22086883,26411749"
APOL6,0,0,0,0,0,NA,NA,NA,NA,NA
APOL5,0,0,0,0,0,NA,NA,NA,NA,NA
APOL4,0,0,0,0,0,NA,NA,NA,NA,NA
APOL3,0,0,0,0,0,NA,NA,NA,NA,NA
APOL2,0,0,0,0,0,NA,NA,NA,NA,NA
APOL1,0,0,0,1,0,NA,NA,NA,24157943,NA
NOS1,0,0,1,0,1,NA,NA,23413145,NA,21467233
NOS2,4,2,4,6,2,"20850837,22013484,24657658,21612325","24746566,25150396","25153034,24080338,26503803,23413145","17133086,20522643,17371270,24859893,20459814,26497740","24080338,25995453"
NOS3,1,0,6,0,1,23621215,NA,"23894150,25164276,24577889,24756758,23998439,23413145",NA,22738914
RNU6-645P,0,0,0,0,0,NA,NA,NA,NA,NA
AQP8,0,0,0,0,0,NA,NA,NA,NA,NA
TRG-GCC1-5,0,0,0,0,0,NA,NA,NA,NA,NA
LCP2,0,0,0,0,0,NA,NA,NA,NA,NA
LCP1,1,0,0,1,0,23765955,NA,NA,24170770,NA
STRCP1,0,0,0,0,0,NA,NA,NA,NA,NA
TRG-GCC1-1,0,0,0,0,0,NA,NA,NA,NA,NA
TRG-GCC1-3,0,0,0,0,0,NA,NA,NA,NA,NA
TRG-GCC1-2,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF121,0,0,0,0,0,NA,NA,NA,NA,NA
MIR125B1,0,0,0,0,0,NA,NA,NA,NA,NA
NLGN4Y-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
TNPO1P3,0,0,0,0,0,NA,NA,NA,NA,NA
SRRM1P2,0,0,0,0,0,NA,NA,NA,NA,NA
SRRM1P3,0,0,0,0,0,NA,NA,NA,NA,NA
SRRM1P1,0,0,0,0,0,NA,NA,NA,NA,NA
RPP14,0,0,0,0,0,NA,NA,NA,NA,NA
TRDV1,0,0,0,0,1,NA,NA,NA,NA,24833662
MIR4698,0,0,0,0,0,NA,NA,NA,NA,NA
MIR4699,0,0,0,0,0,NA,NA,NA,NA,NA
LARS2-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
ZFYVE9P1,0,0,0,0,0,NA,NA,NA,NA,NA
MIR4692,0,0,0,0,0,NA,NA,NA,NA,NA
MIR4693,0,0,0,0,0,NA,NA,NA,NA,NA
MIR4690,0,0,0,0,0,NA,NA,NA,NA,NA
MIR4691,0,0,0,0,0,NA,NA,NA,NA,NA
MIR4696,0,0,0,0,0,NA,NA,NA,NA,NA
MIR4697,0,0,0,0,0,NA,NA,NA,NA,NA
MIR4694,0,0,0,0,0,NA,NA,NA,NA,NA
MIR4695,0,0,0,0,0,NA,NA,NA,NA,NA
SCARNA7,0,0,0,0,0,NA,NA,NA,NA,NA
AGPS,0,0,0,0,0,NA,NA,NA,NA,NA
OR11I1P,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-457P,0,0,0,0,0,NA,NA,NA,NA,NA
GCM1,0,0,0,0,0,NA,NA,NA,NA,NA
GCM2,0,0,0,0,0,NA,NA,NA,NA,NA
URGCP,0,1,1,0,0,NA,26429875,23007575,NA,NA
SCARNA5,0,0,0,0,0,NA,NA,NA,NA,NA
SCARNA4,0,0,0,0,0,NA,NA,NA,NA,NA
SMAGP,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP8,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP9,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP6,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP7,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP4,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP5,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP2,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP3,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SKP1,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-548P,0,0,0,0,0,NA,NA,NA,NA,NA
VSIG10L,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-110P,0,0,0,0,0,NA,NA,NA,NA,NA
XYLT2,0,0,0,0,0,NA,NA,NA,NA,NA
XYLT1,0,0,0,0,0,NA,NA,NA,NA,NA
ZDHHC20P4,0,0,0,0,0,NA,NA,NA,NA,NA
ZDHHC20P2,0,0,0,0,0,NA,NA,NA,NA,NA
TESK1,0,0,0,0,0,NA,NA,NA,NA,NA
TESK2,0,0,0,0,0,NA,NA,NA,NA,NA
ZDHHC20P1,0,0,0,0,0,NA,NA,NA,NA,NA
KRT126P,0,0,0,0,0,NA,NA,NA,NA,NA
STK25P1,0,0,0,0,0,NA,NA,NA,NA,NA
OR11H13P,0,0,0,0,0,NA,NA,NA,NA,NA
EIF1B-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
IGLV3-24,0,0,0,0,0,NA,NA,NA,NA,NA
VWC2,0,0,0,0,0,NA,NA,NA,NA,NA
MCRIP2,0,0,0,0,0,NA,NA,NA,NA,NA
SIGLEC28P,0,0,0,0,0,NA,NA,NA,NA,NA
MROS,0,1,2,0,1,NA,24337174,"24731011,23399651",NA,26947075
SNHG7,0,0,0,0,0,NA,NA,NA,NA,NA
ITPKA,0,1,0,0,0,NA,23981806,NA,NA,NA
ITPKC,0,0,0,1,0,NA,NA,NA,23629598,NA
ITPKB,0,1,0,0,0,NA,26642205,NA,NA,NA
VN1R48P,0,0,0,0,0,NA,NA,NA,NA,NA
MGEA5,1,0,0,0,0,22783592,NA,NA,NA,NA
RNU1-125P,0,0,0,0,0,NA,NA,NA,NA,NA
RNU2-12P,0,0,0,0,0,NA,NA,NA,NA,NA
PDE5A,0,0,0,0,0,NA,NA,NA,NA,NA
PKM,2,0,0,4,1,"25266796,26975021",NA,NA,"25818238,26144048,24686087,25184678",26234680
ANO7P1,0,0,0,0,0,NA,NA,NA,NA,NA
MIR518A1,0,0,0,0,0,NA,NA,NA,NA,NA
POM121L12,0,0,0,0,0,NA,NA,NA,NA,NA
MIR518A2,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-468P,0,0,0,0,0,NA,NA,NA,NA,NA
TRPC6P,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF790-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
RNF216,0,0,0,0,0,NA,NA,NA,NA,NA
CEP170,0,1,0,0,0,NA,26656453,NA,NA,NA
SNHG9,0,0,0,0,0,NA,NA,NA,NA,NA
COMTD1,0,0,0,0,0,NA,NA,NA,NA,NA
TRT-TGT6-1,0,0,0,0,0,NA,NA,NA,NA,NA
NAPRT,0,0,0,0,0,NA,NA,NA,NA,NA
RPL36AP23,0,0,0,0,0,NA,NA,NA,NA,NA
LINC00997,0,0,0,0,0,NA,NA,NA,NA,NA
MUT,2,7,2,9,5,"17867603,11506498","26446154,24439569,26016841,26749487,24696321,25503781,25829397","23545587,26863016","23936455,23259591,22460269,15001986,24310308,21195604,16473673,26024321,17575153","25160620,23715647,24489544,26684803,26668065"
LINC00994,0,0,0,0,0,NA,NA,NA,NA,NA
LINC00993,0,0,0,0,0,NA,NA,NA,NA,NA
LINC00992,0,0,0,0,0,NA,NA,NA,NA,NA
CHAD,0,0,0,0,0,NA,NA,NA,NA,NA
LINC00999,0,0,0,0,0,NA,NA,NA,NA,NA
LINC00998,0,0,0,0,0,NA,NA,NA,NA,NA
DIEXF,0,0,0,0,0,NA,NA,NA,NA,NA
PRPS1P1,0,0,0,0,0,NA,NA,NA,NA,NA
CHAT,0,1,1,2,0,NA,25591716,26071486,"26921846,18653726",NA
PRPS1P2,0,0,0,0,0,NA,NA,NA,NA,NA
MXD4,0,0,0,0,0,NA,NA,NA,NA,NA
MXD3,0,0,0,0,0,NA,NA,NA,NA,NA
MXD1,0,0,0,0,1,NA,NA,NA,NA,25611699
CACYBPP2,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-686P,0,0,0,0,0,NA,NA,NA,NA,NA
CYP2G2P,0,0,0,0,0,NA,NA,NA,NA,NA
MED23,0,1,0,0,0,NA,25273169,NA,NA,NA
ASL,2,0,1,0,0,"18409702,12042039",NA,24809332,NA,NA
ATP6V0B,0,0,0,0,0,NA,NA,NA,NA,NA
ATP6V0C,0,0,0,0,0,NA,NA,NA,NA,NA
PIRC111,0,0,0,0,0,NA,NA,NA,NA,NA
PIRC110,0,0,0,0,0,NA,NA,NA,NA,NA
PIRC113,0,0,0,0,0,NA,NA,NA,NA,NA
PIRC112,0,0,0,0,0,NA,NA,NA,NA,NA
PIRC114,0,0,0,0,0,NA,NA,NA,NA,NA
COL5A2,0,0,0,0,0,NA,NA,NA,NA,NA
COL5A3,0,0,0,0,0,NA,NA,NA,NA,NA
LAMP5,0,0,0,0,0,NA,NA,NA,NA,NA
COL5A1,0,0,0,0,0,NA,NA,NA,NA,NA
LAMP3,0,0,1,1,0,NA,NA,24370341,17982676,NA
LAMP2,0,2,1,1,1,NA,"23802180,27028858",24655592,19208367,26963814
LAMP1,0,3,0,1,2,NA,"25063738,25188559,26923134",NA,20812762,"25987888,22551149"
NAT16,0,0,0,0,0,NA,NA,NA,NA,NA
NAT14,0,0,0,0,0,NA,NA,NA,NA,NA
DUT,0,0,0,0,0,NA,NA,NA,NA,NA
NAT10,0,0,0,0,0,NA,NA,NA,NA,NA
DUX4L31,0,0,0,0,0,NA,NA,NA,NA,NA
DUX4L33,0,0,0,0,0,NA,NA,NA,NA,NA
DUX4L32,0,0,0,0,0,NA,NA,NA,NA,NA
DUX4L35,0,0,0,0,0,NA,NA,NA,NA,NA
DUX4L34,0,0,0,0,0,NA,NA,NA,NA,NA
DUX4L37,0,0,0,0,0,NA,NA,NA,NA,NA
DUX4L36,0,0,0,0,0,NA,NA,NA,NA,NA
DUX4L39,0,0,0,0,0,NA,NA,NA,NA,NA
DUX4L38,0,0,0,0,0,NA,NA,NA,NA,NA
ALDH2,3,1,0,1,3,"24666523,26452033,26992901",24105756,NA,20590827,"24105756,20590827,25427913"
C18orf8,0,0,0,0,0,NA,NA,NA,NA,NA
DUSP5P2,0,0,0,0,0,NA,NA,NA,NA,NA
DUSP5P1,0,0,0,0,0,NA,NA,NA,NA,NA
OR13K1P,0,0,0,0,0,NA,NA,NA,NA,NA
RPL7AP73,0,0,0,0,0,NA,NA,NA,NA,NA
RPL7AP72,0,0,0,0,0,NA,NA,NA,NA,NA
RPL7AP71,0,0,0,0,0,NA,NA,NA,NA,NA
RPL7AP70,0,0,0,0,0,NA,NA,NA,NA,NA
SNORD33,0,0,0,0,0,NA,NA,NA,NA,NA
RPRD1A,0,0,0,0,0,NA,NA,NA,NA,NA
RPRD1B,0,0,0,0,0,NA,NA,NA,NA,NA
IGLV10-67,0,0,0,0,0,NA,NA,NA,NA,NA
CUL4AP1,0,0,0,0,0,NA,NA,NA,NA,NA
ASAH1,0,2,2,3,0,NA,"25131496,26059437","25888580,23423838","24693684,22349266,25839235",NA
ASAH2,0,0,0,0,0,NA,NA,NA,NA,NA
KLKP1,0,0,0,0,0,NA,NA,NA,NA,NA
RNU7-80P,0,0,0,0,0,NA,NA,NA,NA,NA
FAM90A12P,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF69,0,0,0,0,0,NA,NA,NA,NA,NA
FAM227B,0,0,0,0,0,NA,NA,NA,NA,NA
FAM227A,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF66,0,0,0,0,0,NA,NA,NA,NA,NA
TRSUP-TTA3-1,0,0,0,0,0,NA,NA,NA,NA,NA
PRORY,0,0,0,0,0,NA,NA,NA,NA,NA
TRBV6-4,0,0,0,0,0,NA,NA,NA,NA,NA
DNAL1,0,0,0,0,0,NA,NA,NA,NA,NA
MIR205HG,0,0,0,0,0,NA,NA,NA,NA,NA
APOC1P1,0,0,0,0,0,NA,NA,NA,NA,NA
MIR4752,0,0,0,0,0,NA,NA,NA,NA,NA
RAET1E-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
IGKV2-4,0,0,0,0,0,NA,NA,NA,NA,NA
NPAP1P1,0,0,0,0,0,NA,NA,NA,NA,NA
NPAP1P3,0,0,0,0,0,NA,NA,NA,NA,NA
NPAP1P2,0,0,0,0,0,NA,NA,NA,NA,NA
CYP2W1,0,0,0,7,0,NA,NA,NA,"26787547,20805301,24088132,17998294,17979506,22993331,23589180",NA
NPAP1P4,0,0,0,0,0,NA,NA,NA,NA,NA
NPAP1P7,0,0,0,0,0,NA,NA,NA,NA,NA
NPAP1P6,0,0,0,0,0,NA,NA,NA,NA,NA
NPAP1P8,0,0,0,0,0,NA,NA,NA,NA,NA
TGM5,0,1,0,0,0,NA,24518713,NA,NA,NA
OR8I4P,0,0,0,0,0,NA,NA,NA,NA,NA
TGM6,0,0,0,0,0,NA,NA,NA,NA,NA
ERCM1,0,0,0,0,0,NA,NA,NA,NA,NA
SUCLA2P3,0,0,0,0,0,NA,NA,NA,NA,NA
YARS,0,0,0,0,0,NA,NA,NA,NA,NA
ADM5,0,0,0,0,0,NA,NA,NA,NA,NA
ADM2,0,1,0,0,1,NA,23923072,NA,NA,25982376
CETP,1,0,0,0,0,16973241,NA,NA,NA,NA
ACTG1P13,0,0,0,0,0,NA,NA,NA,NA,NA
OCM2,0,0,0,0,0,NA,NA,NA,NA,NA
OR6C73P,0,0,0,0,0,NA,NA,NA,NA,NA
RNU2-46P,0,0,0,0,0,NA,NA,NA,NA,NA
MIPOL1,0,0,0,0,0,NA,NA,NA,NA,NA
PCNPP1,0,0,0,0,0,NA,NA,NA,NA,NA
TM7SF3,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SL339P,0,0,0,0,0,NA,NA,NA,NA,NA
ACTG1P10,0,0,0,0,0,NA,NA,NA,NA,NA
KHDC1P1,0,0,0,0,0,NA,NA,NA,NA,NA
DHODH,0,0,0,0,0,NA,NA,NA,NA,NA
TMEM245,0,0,0,0,0,NA,NA,NA,NA,NA
PCNPP5,0,0,0,0,0,NA,NA,NA,NA,NA
NCAPH,0,0,0,0,0,NA,NA,NA,NA,NA
NCAPG,0,0,0,0,0,NA,NA,NA,NA,NA
PCNPP4,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-907P,0,0,0,0,0,NA,NA,NA,NA,NA
RNA5-8S4,0,0,0,0,0,NA,NA,NA,NA,NA
RNA5-8S5,0,0,0,0,0,NA,NA,NA,NA,NA
RAD1P1,0,0,0,0,0,NA,NA,NA,NA,NA
RAD1P2,0,0,0,0,0,NA,NA,NA,NA,NA
RNA5-8S3,0,0,0,0,0,NA,NA,NA,NA,NA
TRBV6-1,0,0,0,0,0,NA,NA,NA,NA,NA
UGT2B24P,0,0,0,0,0,NA,NA,NA,NA,NA
RPL35AP6,0,0,0,0,0,NA,NA,NA,NA,NA
CIAO1,0,0,0,0,0,NA,NA,NA,NA,NA
MIR6767,0,0,0,0,0,NA,NA,NA,NA,NA
RNU1-138P,0,0,0,0,0,NA,NA,NA,NA,NA
MRPS11P1,0,0,0,0,0,NA,NA,NA,NA,NA
IGKV3-34,0,0,0,0,0,NA,NA,NA,NA,NA
IGKV3-31,0,0,0,0,0,NA,NA,NA,NA,NA
URB1-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
NONO,0,0,1,0,2,NA,NA,24140843,NA,"26342078,26148796"
SPANXN2,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-992P,0,0,0,0,0,NA,NA,NA,NA,NA
PARP4,0,1,0,0,0,NA,24895135,NA,NA,NA
RN7SL163P,0,0,0,0,0,NA,NA,NA,NA,NA
TRPM8,4,2,11,1,7,"26408880,26803314,22523714,19955836","26708603,24037916","26622677,24517338,23251635,25480785,25480783,25980497,22848290,25065497,26870186,24756721,25559186",25269802,"22555807,20605675,21420431,27038374,24861976,24658318,21945155"
TRPM4,0,0,4,0,0,NA,NA,"24885513,26590985,26745455,26496025",NA,NA
RNU6-1138P,0,0,0,0,0,NA,NA,NA,NA,NA
TRPM6,0,0,0,1,1,NA,NA,NA,26563869,21420431
TRPM7,1,1,4,1,5,24849279,26072287,"25069584,23168410,24769209,26028116",26563869,"21420431,22166235,21183474,25770184,25069584"
PARP6,0,0,0,0,0,NA,NA,NA,NA,NA
TRPM2,2,0,2,0,2,"25760728,23727186",NA,"24931166,27033163",NA,"23086953,24646700"
TRPM3,0,1,0,0,1,NA,26708603,NA,NA,26655382
SULT1C3,0,0,0,0,0,NA,NA,NA,NA,NA
SULT1C2,0,0,0,0,0,NA,NA,NA,NA,NA
METRN,0,0,0,0,0,NA,NA,NA,NA,NA
EPN1,0,0,0,0,0,NA,NA,NA,NA,NA
